id,nome,jogo_id,pais_id
2513,DUFOUR Cathrine,38,115
2514,DUGALIC Angela,5,86
2515,DUHAMEL Cyrielle,7,5
2516,DUIJNDAM Rinka,6,10
2517,DUJARDIN Charlotte,38,56
2518,DUJSHEBAEV DOVICHEBAEVA Alex,6,3
2519,DUKARSKA Monika,4,93
2520,DUKE Deirdre,27,93
2521,DUKE Mitch,17,11
2522,DUKIC Milivoj,26,121
2523,DULCA Marco,17,50
2524,DULCE Anna,15,147
2525,DULFER Kelly,6,10
2526,DUMBUYA Tity,7,139
2527,DUMOULIN Tom,2,10
2528,DUNCAN Melissa,12,11
2529,DUNFEE Evan,12,27
2530,DUNKEL Nils,3,20
2531,DUNN Crystal,17,12
2532,DUPLANTIS Armand,12,55
2533,DURAES Diana,7,40
2534,DURAN Mariah,42,12
2535,DURANGO FLORES Diana,15,110
2536,DURANT Kevin Wayne,5,12
2537,DURANTI Agnese,10,4
2538,DURBRIDGE Luke,2,11
2539,DURDIAKOVA Tereza,12,120
2540,DURKACZ Damian,21,51
2541,DUSTIN Oliver,12,56
2542,DUSZYNSKI Kajetan,12,51
2543,DUTRA Augusto,12,53
2544,DUTRA Leonardo,6,53
2545,DUTTON Phillip,38,12
2546,DUVERGER PILETA Eyurkenia,22,84
2547,DVORSAK Ziva,15,133
2548,DWI PANGESTU Arif,23,22
2549,DWICAHYO Ade Resky,20,9
2550,DWYER Rasheed,12,94
2551,DYANKOVA Simona,10,91
2552,DYGERT Chloe,2,12
2553,DYGERT Chloe,40,12
2554,DYKE Emma,4,113
2555,DZHUZUPBEKOV Uzur,9,77
2556,DZIAUGYS Martynas,4,58
2557,DZIOMINSKAYA Karyna,23,107
2558,DZIUBIN Dzmitry,12,107
2559,EASHASH Zeyad Eishaih Hussein,21,41
2560,EATON Jagger,42,12
2561,EBADIPOUR GHARA H. Milad,37,8
2562,EBENYO Daniel Simiu,12,64
2563,EBERHARDT Alexis Exequiel,15,85
2564,EBERT Leonie,19,20
2565,EBZERY Katie,5,11
2566,ECHENIQUE Gonzalo,32,4
2567,ECHEVARRIA BENITEZ Lidianny,25,84
2568,ECHEVARRIA Juan Miguel,12,84
2569,ECHIKUNWOKE Annette,12,45
2570,ECKHARDT Neele,12,20
2571,EDALLI Ludovico,3,4
2572,EDEM Offiong,16,45
2573,EDGHILL Chelsea,16,38
2574,EDMONDSON Annette,40,11
2575,EDMONDSTON Holly,40,113
2576,EDTMAYER Tyler,42,20
2577,EDWARD Alonso,12,124
2578,EDWARDS Aaliyah,5,27
2579,EDWARDS Blake,32,11
2580,EDWARDS Gavin Earl,5,25
2581,EDWARDS Jye,12,11
2582,EDWARDS Kai Graeme,29,11
2583,EDWARDS Lachlan Robert,32,11
2584,EDWARDS Rebecca,4,56
2585,EDWIGE Beatrice,6,5
2586,EERLAND Britt,16,10
2587,EFIMOVA Yuliya,7,33
2588,EFOLOKO Jona,12,56
2589,EFREM Ghirmai,7,173
2590,EFTIMOVA Inna,12,91
2591,EGGENS Monika,32,27
2592,EGODAWELA Tehani,15,29
2593,EGONU Paola Ogechi,37,4
2594,EGOROV Aleksandr,7,33
2595,EGOROVA Anna,7,33
2596,EGUTIDZE Anri,14,40
2597,EIBL Ronja,44,20
2598,EID Ali,6,24
2599,EIGEL Pavel,31,33
2600,EIKERMANN GREGORCHUK Jaden Shiloh,24,20
2601,EISA MOHAMMED Jamal Abdelmaji,12,82
2602,EISSA Seif,18,14
2603,EISSER Tracy,4,12
2604,EKBERG Niclas,6,55
2605,EKE Nadia,12,109
2606,EKE Uche,3,45
2607,EKIMOV Leonid,15,33
2608,EKINCI Necat,21,54
2609,EKKA Deep Grace,27,43
2610,EKTOVA Irina,12,23
2611,EL AARABY Mohamed Reda,12,30
2612,EL ABBASSI El Hassan,12,24
2613,EL BAKKALI Soufiane,12,30
2614,EL BOUCHTI Oumaima,18,30
2615,EL FATHAOUI Yassine,12,4
2616,EL GOUMRI Othmane,12,30
2617,EL GUESSE Abdelati,12,30
2618,EL KOURAJI Mohcine,2,30
2619,EL MOUKIM Rkia,12,30
2620,EL SEIFY Ashraf Amgad,12,13
2621,EL WENCH Mahmoud,17,14
2622,ELAHMAR Ahmed,6,14
2623,ELBANA Abdelkhalek,4,14
2624,ELDERAA Seif,6,14
2625,ELDERAA Yehia,6,14
2626,ELEFTHERIOU Andri,15,44
2627,ELENDT Anna Charlott Darcel,7,20
2628,ELGAMAL Adham Hatem,20,14
2629,ELGAMEL Mostafa,12,14
2630,ELGENDY Ahmed,43,14
2631,ELGEZIRY Amro,43,12
2632,ELGOHARI Hala,15,14
2633,ELGRAOUI Zouheir,25,30
2634,ELHAGE Philip,15,181
2635,ELIAS Nacif,14,143
2636,ELIDRISSI Ayoub,14,13
2637,ELISSONDE Kenny,2,5
2638,ELIZALDE Sebastian,11,47
2639,ELKORD Houssam,19,30
2640,ELLENWOOD Georgia,12,27
2641,ELLERMANN Dina,38,95
2642,ELLIOTT Kiana Rose,22,11
2643,ELLIS Kendall,12,12
2644,ELLIS Marcus,20,56
2645,ELLIS Nigel,12,94
2646,ELLIS Rashida,21,12
2647,ELLISON Brady,23,12
2648,ELMASRY Ibrahim,6,14
2649,ELMORE Malindi,12,27
2650,ELNA Amed,12,182
2651,ELNAHAS Shady,14,27
2652,ELONU Adaora,5,45
2653,ELOSEGI Ander,31,3
2654,ELPITIYA BADALGE DONA Milka Gehani,3,29
2655,ELSAEID Osama,15,14
2656,ELSALAMONEY Basmla,30,14
2657,ELSASYED Login,10,14
2658,ELSAWY Ali,8,14
2659,ELSAYED Mohamed,19,14
2660,ELSAYED Mohamed Ibrahim Elsayed,9,14
2661,ELSHARKAWY Yara,19,14
2662,ELSHENAWY Mohamed,17,14
2663,ELSISSY Ziad,19,14
2664,ELTAYAR Mohamed,6,14
2665,ELVIR Samuel,17,101
2666,ELWAKIL Omar,6,14
2667,ELWALID Rihab,23,46
2668,ELWES Charles,4,56
2669,ELZOHEIRY Mariam,19,14
2670,EMANIMAN Gladys Ekaru,37,64
2671,EMBA Cheta,36,12
2672,EMBRICH Irina,19,95
2673,EMEGANO Obi,5,45
2674,EMELIN Sergey,9,33
2675,EMILIANOV Alexandra,12,147
2676,EMMANUEL Crystal,12,27
2677,EMURA Misaki,19,25
2678,ENACHE Marian,4,50
2679,ENDLER Christiane,17,6
2680,ENDO Jun,17,25
2681,ENDO Wataru,17,25
2682,ENDREKSON Tonu,4,95
2683,ENEKWECHI Chukwuebuka,12,45
2684,ENGELS Craig,12,12
2685,ENGLEZAKIS Konstantinos,7,103
2686,ENGLISH Amber,15,12
2687,ENGLISH Felix,40,93
2688,ENGLISH Mark,12,93
2689,ENINA Ekaterina,37,33
2690,ENKHBAT Lkhagvasuren,16,132
2691,ENKHTAIVAN Chimeddolgor,45,132
2692,ENKHTAIVAN Davaakhuu,15,132
2693,ENNIS Sarah,38,93
2694,ENOMOTO Haruka,24,25
2695,ENSING Kyle,37,12
2696,ENTRERRIOS RODRIGUEZ Raul,6,3
2697,ENTZMINGER Emma,11,27
2698,ENZEMA Benjamin,12,183
2699,EPITROPOV Lyubomir,7,91
2700,ER Necati,12,54
2701,ERAKY Karim,17,14
2702,ERCAN Seyma,37,54
2703,ERCEG Abby,17,113
2704,ERDELYI Balazs,32,57
2705,ERDEM DUNDAR Eda,37,54
2706,ERDENEBAT Bekhbayar,9,132
2707,ERDENEBAT Bilegsaikhan,22,132
2708,ERDENEBAT Tsendbaatar,21,132
2709,ERDI Maria,26,57
2710,ERDOGAN Meryem,12,54
2711,EREL Tal,11,97
2712,ERGASHEV Adkhamjon,22,21
2713,ERICHSEN Fie Udby,4,115
2714,ERICHSEN Julie,3,2
2715,ERIKA,17,53
2716,ERIKSSON Magdalena,17,55
2717,ERM Johannes,12,95
2718,ERRANI Sara,39,4
2719,ERRIGO Arianna,19,4
2720,ERTA Bernat,12,3
2721,ERTAN Deniz,7,54
2722,ERTZ Julie,17,12
2723,ESCOBAR GUERRERO Maria Alexandra,22,110
2724,ESCOBAR MASCUNANO Gabriel,21,3
2725,ESCOBEDO Dallas,11,47
2726,ESEME Emmanuel,12,126
2727,ESPAR LLAQUET Anna,32,3
2728,ESPAR LLAQUET Clara,32,3
2729,ESPARZA Jesus Arturo,12,47
2730,ESPINOLA SALINAS Agua Marina,2,98
2731,ESPINOSA de los MONTEROS Adriana,23,110
2732,ESPINOSA Daniel,11,47
2733,ESPINOZA Ahymara,12,104
2734,ESQUIVEL Joaquin,17,47
2735,ESSADIQ Mehdi,30,30
2736,ESSAYI Anass,12,30
2737,ESSON Victoria,17,113
2738,ESTER RAMOS Laura,32,3
2739,ESTRADA Magdiel,14,84
2740,ETCHART Rodrigo,36,85
2741,ETELATALO Lassi,12,125
2742,ETIENNE Axelle,35,5
2743,ETO Takashi,12,25
2744,ETTAIEB Nour Elhouda,4,46
2745,EUSTICE Jethro Ray,27,37
2746,EVANS Joanna,7,114
2747,EVANS Neah,40,56
2748,EVANS Sarah,27,56
2749,EVE MEJIA Lisvel Elisa,37,100
2750,EVELYN Tristan,12,145
2751,EVENEPOEL Remco,2,15
2752,EVEZARD Jason,32,37
2753,EVGLEVSKI Sergei,15,11
2754,EVLOEV Musa,9,33
2755,EVORA Nelson,12,40
2756,EXUM Dante,5,11
2757,EYAL SLMAN Younis,14,41
2758,EYENGA MBOOSI Jeanne Gaelle,22,126
2759,EZZAYDOUNI Ibrahim,12,3
2760,FABBRI Leonardo,12,4
2761,FABRE Margaux,7,5
2762,FABREGAS Ludovic,6,5
2763,FADHUL Ahmed,6,24
2764,FAHNBULLEH Joseph,12,184
2765,FAHR Annina,12,36
2766,FAHR Sarah Luisa,37,4
2767,FAHRNI Linda,26,36
2768,FAIN Katja,7,133
2769,FAIRCHILD Alexa,38,15
2770,FAIRWEATHER Erika,7,113
2771,FAJDEK Pawel,12,51
2772,FAKHRUTDINOVA Alise,43,21
2773,FALASCA Lucia,26,85
2774,FALCAO CABRAL Joao Henrique,12,53
2775,FALCON REYES Esmeralda,21,47
2776,FALK Jennifer,17,55
2777,FALL Mouhamadou,12,5
2778,FALL Moustapha,5,5
2779,FALOCI Giovanni,12,4
2780,FAMA Amanda,11,4
2781,FAMERA Martin,32,3
2782,FAMINOU Aliaksandr,38,107
2783,FAN Hau-Li,29,27
2784,FAN Yilin,3,72
2785,FAN Zhendong,16,72
2786,FANG Wan-Ling,22,161
2787,FANG Yaoqing,12,72
2788,FANGIO Francesca,7,4
2789,FANNY Kokou Dodji,16,130
2790,FANTELA Mihovil,26,149
2791,FANTELA Sime,26,149
2792,FANTINI Sara,12,4
2793,FANTONI Giacomo,35,4
2794,FARDJ Mohammed,9,74
2795,FARELLA Bianca,36,27
2796,FARIAS Bruna Jessica,12,53
2797,FARINANGO David,29,110
2798,FARINHA Jonathan,12,71
2799,FARKEN Robert,12,20
2800,FARRINGTON Kent,38,12
2801,FARRIOL Bianca,37,85
2802,FARZALIYEV Firdovsi,8,9
2803,FARZANEH Fasihi,12,8
2804,FASSI Maria,41,47
2805,FAST Emelie,7,55
2806,FATIYEV Murad,14,9
2807,FATOVIC Loren,32,149
2808,FATTAL Rachel,32,12
2809,FATTOUH Mahassen Ha,22,143
2810,FAUTHOUX Marine,5,5
2811,FAYOLA HURTADO Ronald Daniel,37,104
2812,FAYZULLAEVA Kumushkhon,22,21
2813,FEDARENKA Ilya,34,107
2814,FEDERICO Ivan,42,4
2815,FEDEROWICZ Tim,11,12
2816,FEDOROVTSEVA Arina,37,33
2817,FEDOTOVA Anastasia,32,33
2818,FEELEY Camilla,10,12
2819,FEGERL Stefan,16,31
2820,FEIGE Saskia,12,20
2821,FEJES Daniel,34,57
2822,FELIPE Gustavo,42,53
2823,FELIX Allyson,12,12
2824,FELIX Delron,7,185
2825,FELIZ Lidio Andres,12,100
2826,FENG Bin,12,72
2827,FENG Chun Kai,2,161
2828,FENG Shanshan,41,72
2829,FENG Tianwei,16,17
2830,FENG Yu,13,72
2831,FERACCI Alexandra,8,5
2832,FERGUSON Kord,12,12
2833,FERGUSSON Robbie,36,56
2834,FERJANI Fares,19,46
2835,FERLIC Mason,12,12
2836,FERNANDES dos RAMOS Roque,34,171
2837,FERNANDEZ Alberto,15,3
2838,FERNANDEZ Alvaro,17,3
2839,FERNANDEZ Charles,43,140
2840,FERNANDEZ Federico Gaston,6,85
2841,FERNANDEZ FRAGA Alicia,6,3
2842,FERNANDEZ Leylah Annie,39,27
2843,FERNANDEZ MIRANDA Francisco,32,3
2844,FERNANDEZ Maria Pia,12,123
2845,FERNANDEZ PEREZ Angel,6,3
2846,FERNANDEZ Rudy,5,3
2847,FERNANDEZ Sergio,12,3
2848,FERNANDEZ STEINER Liliana,25,3
2849,FERNON Edward,43,11
2850,FERRAND PREVOT Pauline,44,5
2851,FERRARI Vanessa,3,4
2852,FERRAZ Joao,6,40
2853,FERREIRA Beatriz,21,53
2854,FERREIRA Fernando,12,53
2855,FERREIRA Italo,33,53
2856,FERRER E SILVA Laila,12,53
2857,FERRER-SALAT Beatriz,38,3
2858,FERRERAS SANZ Berta,13,3
2859,FERRO Costanza,13,4
2860,FERRO Fiona,39,5
2861,FESIKOVA Anastasiia,7,33
2862,FETISOVA Irina,37,33
2863,FEUILLET Remi,14,164
2864,FIAMINGO Rossella,19,4
2865,FICHERA Marco,19,4
2866,FICHMAN Sharon,39,27
2867,FIDANZA Martina,40,4
2868,FIEDINA Marta,13,87
2869,FIELDMAN Henry,4,56
2870,FIELDS Nirra,5,27
2871,FIGARI Niccolo,32,4
2872,FIGLIOLI Pietro,32,4
2873,FIGUERAS TREJO Adrian,6,3
2874,FIGUEREDO PEREIRA Kawan,24,53
2875,FIGUEROA Julia,14,3
2876,FIGUEROA ROLDAN Yusleidy Mariana,22,104
2877,FIGUEROA SUAREZ Enrique,26,59
2878,FIJALEK Grzegorz,25,51
2879,FIKADU Dawit,12,24
2880,FILIA Eric,11,12
2881,FILIP Ana Maria,45,5
2882,FILIPOVIC Filip,32,86
2883,FILIPPI Marcella,45,4
2884,FILIPPIDIS Konstantinos,12,103
2885,FILLER Andrea,11,4
2886,FILMER Caileigh,4,27
2887,FILTISIKOU Kiriaki,12,103
2888,FILZMOSER Sabrina,14,31
2889,FINESSE Nantenaina,14,131
2890,FINK Nic,7,12
2891,FINKE Robert,7,12
2892,FINLEY Mason,12,12
2893,FINN Michelle,12,93
2894,FINOL RIVAS Yoel,21,104
2895,FIODOROW Joanna,12,51
2896,FIOLA-DION Camille,13,27
2897,FIORAVANTI COSTA Marina,36,53
2898,FIORAVANTI Leonardo,33,4
2899,FIRFIRICA Alin Alexandru,12,50
2900,FIRISUA Sharon,12,186
2901,FISCHER Aria,32,12
2902,FISCHER Makenzie,32,12
2903,FISCHER Sarah,22,31
2904,FISEROVA Tereza,31,120
2905,FISHER Grant,12,12
2906,FISHER-MARSTERS Kirsten Andrea,7,144
2907,FISHMAN Jake,11,97
2908,FITI Scott James,12,52
2909,FITZGIBBONS Sally,33,11
2910,FITZPATRICK Connor,34,27
2911,FITZPATRICK Ian,36,93
2912,FITZPATRICK Madison Mae,27,11
2913,FITZPATRICK Savannah,27,11
2914,FITZPATRICK Theresa,36,113
2915,FITZSIMMONS Riley,34,11
2916,FLANAGAN Benjamin,12,27
2917,FLANAGAN Eilish,12,93
2918,FLARUP Peter T.,38,115
2919,FLEETWOOD Tommy,41,56
2920,FLEISSNER Jan,4,120
2921,FLEISSNEROVA Kristyna,4,120
2922,FLEM HOEST Line,26,2
2923,FLEMING Deborah,36,56
2924,FLEMING Jessie,17,27
2925,FLESCHUTZ Jette Louisa,27,20
2926,FLETCHER Benjamin,14,93
2927,FLETCHER Megan,14,93
2928,FLEURS Luke,17,37
2929,FLICKINGER Hali,7,12
2930,FLIPPES Laura,6,5
2931,FLISSI Mohamed,21,74
2932,FLORENCE John John,33,12
2933,FLORENTINO Robert,14,100
2934,FLORENTINO ROCA Hector,38,100
2935,FLORES Jeremy,33,5
2936,FLORESCU Eduard,17,50
2937,FLORIJN Finn,4,10
2938,FLORIJN Karolien,4,10
2939,FLUECKIGER Mathias,44,36
2940,FLUHLER Stacey,36,113
2941,FOCONI Alessio,19,4
2942,FOFANA Cedric,24,27
2943,FOFANA Hassane,12,4
2944,FOFANA Seydou,18,174
2945,FOGNINI Fabio,39,4
2946,FOLEY Michael,40,27
2947,FOLIE Raphaela,37,4
2948,FOLKARD Naomi,23,56
2949,FOLKERTSMA Sisca,17,10
2950,FOLLERT Laurits,4,20
2951,FOLORUNSO Ayomide,12,4
2952,FOMINA Olga,6,33
2953,FONSECA Daniela,16,84
2954,FONSECA Jorge,14,40
2955,FONSECA Natalia,6,60
2956,FONTANA Vittoria,12,4
2957,FONTECCHIO Simone,5,4
2958,FONTES Ignacio,12,3
2959,FONTIJN Nouchka,21,10
2960,FONUA Amini,7,176
2961,FOORD Caitlin,17,11
2962,FOPPA Pauletta,6,5
2963,FOPPEN Mike,12,10
2964,FORBES Tatyana,11,47
2965,FORCA ARIZA Judith,32,3
2966,FORCHERIO Maria Emilia,27,85
2967,FORD Andrew,32,11
2968,FORD Emily,4,56
2969,FORD George,32,11
2970,FORD Tom,4,56
2971,FOREMAN-MACKEY Annie,40,27
2972,FORKIN Chelsea,11,11
2973,FORMIGA,17,53
2974,FOROUGHI Javad,15,8
2975,FORSYTH Alan,27,56
2976,FORTE Julian,12,94
2977,FORTIN Valentine,40,5
2978,FORTUNA Antonela,37,85
2979,FORTUNATO Francesco,12,4
2980,FOSS Tobias S.,2,2
2981,FOSSALI Ludovico,47,4
2982,FOSTI Roman,12,95
2983,FOTOFILI Ronald Lawrence,12,176
2984,FOTOUHI Mohammad,19,8
2985,FOUAD Karim,17,14
2986,FOUDA Polina,10,14
2987,FOUNTOULIS Ioannis,32,103
2988,FOURNIER Evan,5,5
2989,FOWLER Andrew,7,38
2990,FOWLER Mary,17,11
2991,FOWLES Sylvia,5,12
2992,FOX Jessica,31,11
2993,FOX Ryan,41,113
2994,FRADE Luis,6,40
2995,FRAFJORD Marit Malm,6,2
2996,FRAGA Pedro,4,40
2997,FRAGKAKI Eleni,13,103
2998,FRAILE MATARRANZ Omar,2,3
2999,FRAINCART Sarah,4,30
3000,FRANCESCHI Sara,7,4
3001,FRANCH Adrianna,17,12
3002,FRANCIS Danusia,3,94
3003,FRANCISCO Luiz,42,53
3004,FRANK Nicole,7,123
3005,FRANK Tanja,26,31
3006,FRANKEL Tomer,7,97
3007,FRANKLIN Larissa,11,27
3008,FRANKLIN Mallory,31,56
3009,FRANKLIN Tori,12,12
3010,FRANSSEN Juul,14,10
3011,FRANTZESKAKIS Christos,12,103
3012,FRANZISKA Patrick,16,20
3013,FRASCA Loris,3,5
3014,FRASER Brett,7,166
3015,FRASER Joe,3,56
3016,FRASER-BEAULIEU Brittany,38,27
3017,FRASER-PRYCE Shelly-Ann,12,94
3018,FRATUS Bruno,7,53
3019,FRAYNE Henry,12,11
3020,FRAYRE MOCTEZUMA Eder,2,47
3021,FRAZIER Todd,11,12
3022,FREDRIKSEN Magnus,6,2
3023,FREEMAN James,7,111
3024,FREI Sina,44,36
3025,FREITAS HENRIQUES Anderson,12,53
3026,FREITAS Marcos,16,40
3027,FREITAS Patricia,26,53
3028,FRENCH Kate,43,56
3029,FRERICHS Courtney,12,12
3030,FRERIKS Merel,6,10
3031,FREY Johannes,14,20
3032,FREY Karl-Richard,14,20
3033,FRICKER Samuel,24,11
3034,FRIEDRICH Lea Sophie,40,20
3035,FRIEDSAM Anna-Lena,39,20
3036,FRIESS Aline,3,5
3037,FRINTOVA Vendula,30,120
3038,FROIDEVAUX Robin,40,36
3039,FROLKINA Evgeniia,45,33
3040,FROLKINA Olga,45,33
3041,FROSLER Reeve,17,37
3042,FRUERGAARD Maiken,20,115
3043,FRY Charlotte,38,56
3044,FUAILEFAU Mike,36,27
3045,FUCHS Bruno,17,53
3046,FUCHS Florian,27,20
3047,FUCHS Martin,38,36
3048,FUCHS Virginia,21,12
3049,FUCSOVICS Marton,39,57
3050,FUENTES ZAVALA Aremi,22,47
3051,FUGLSANG Jakob,2,115
3052,FUJII Nanako,12,25
3053,FUJII Naonobu,37,25
3054,FUJII Shio,6,25
3055,FUJISHIMA Hiroki,34,25
3056,FUJITA Yamato,11,25
3057,FUJITA Yoshikazu,36,25
3058,FUKSA Martin,34,120
3059,FUKSA Petr,34,120
3060,FUKUMURA Juka,13,25
3061,FUKUSHIMA Daisuke,38,25
3062,FUKUSHIMA Shihomi,19,25
3063,FUKUSHIMA Tomoyoshi,32,25
3064,FUKUSHIMA Yuki,20,25
3065,FUMIC Manuel,44,20
3066,FUMITA Kenichiro,9,25
3067,FUNCH Julie Froelund,34,115
3068,FUNK Ricarda,31,20
3069,FUNNEMARK Endre,26,2
3070,FURGESON Colleen,7,187
3071,FURK Benedikt,27,20
3072,FURMAN Alena,4,107
3073,FURMAN Dzmitry,4,107
3074,FURTULA Danijel,12,121
3075,FURUKAWA Takaharu,23,25
3076,FURUYAMA Kie,40,25
3077,Greysia POLII,20,22
3078,GABER IBRAHIM Houssein,7,89
3079,GACINA Andrej,16,149
3080,GACKA Kinga,12,51
3081,GAD Mahmoud,17,14
3082,GADIROVA Jennifer,3,56
3083,GADIROVA Jessica,3,56
3084,GADSDON Luke,4,27
3085,GADZHIEV Magomedmurad,9,51
3086,GADZHIMAGOMEDOV Muslim,21,33
3087,GADZHIYEV Khadzhimurad,9,9
3088,GAFFOOR Aniqah,7,29
3089,GAICH Adolfo,17,85
3090,GAILEN Blake,11,97
3091,GAITAN Haramara,20,47
3092,GAITERO MARTIN Alberto,14,3
3093,GAITHER Tynia,12,114
3094,GAJANOVA Gabriela,12,135
3095,GAL Edward,38,10
3096,GALAL Osama,17,14
3097,GALAN Daniel Elahi,39,48
3098,GALANT Martyna,12,51
3099,GALASHINA Anastasiia,15,33
3100,GALASSI Gianluca,37,4
3101,GALBADRAKH Otgontsetseg,14,23
3102,GALE Lauren,12,27
3103,GALE Tom,12,56
3104,GALIABOVITCH Elena,15,11
3105,GALIMANY Marta,12,3
3106,GALL James Richard,27,56
3107,GALLAGHER Erin,7,37
3108,GALLAGHER Laura,28,56
3109,GALLARDO Karen,12,6
3110,GALLAY Ana,25,85
3111,GALLEGO Sara,12,3
3112,GALLI Gemma,13,4
3113,GALLINARI Danilo,5,4
3114,GALLIZZI Tayavek,5,85
3115,GALOS Roland,21,57
3116,GALVAN Matteo,12,4
3117,GALVEZ Fatima,15,3
3118,GALVIS Sandra Viviana,12,48
3119,GALYER Ali,7,113
3120,GAMBETTA Sara,12,20
3121,GAMEZ MATOS Elisbet,7,84
3122,GAMMOND Fiona,4,56
3123,GANDIA Adrian,14,59
3124,GANEA George,17,50
3125,GANGL Edina,32,57
3126,GANIRA Belly-Cresus,7,188
3127,GANJZADEH Sajad,8,8
3128,GANKIN Denis,23,23
3129,GANNA Filippo,2,4
3130,GANNA Filippo,40,4
3131,GANS Stedman,36,37
3132,GANTULGA Altanbagana,14,132
3133,GAO Haiyan,26,72
3134,GAO Lei,28,72
3135,GAO Shiyan,45,72
3136,GAO Yang,12,72
3137,GAPONOVA Ganna,16,87
3138,GARBETT Matthew,17,113
3139,GARCES SEQUERA Claudymar,8,104
3140,GARCI Fadwa,16,46
3141,GARCIA BOISSIER Nicolas,24,3
3142,GARCIA BRITO Luis Alberto,22,100
3143,GARCIA CANELLAS Margarita Victo,2,3
3144,GARCIA Caroline,39,5
3145,GARCIA Cayetano,34,3
3146,GARCIA Diego,12,3
3147,GARCIA Eric,17,3
3148,GARCIA Estefania,14,110
3149,GARCIA GADEA Javier,32,149
3150,GARCIA GODOY Maica,32,3
3151,GARCIA GRAU Begona,27,3
3152,GARCIA Jesus Angel,12,3
3153,GARCIA Jose,17,101
3154,GARCIA Junior,11,100
3155,GARCIA MARTINEZ Rocio del Alba,44,3
3156,GARCIA MENA Jose Antonio,38,3
3157,GARCIA NAVARRO Ivan,24,47
3158,GARCIA ORDONEZ Javier,4,3
3159,GARCIA Rachel,11,12
3160,GARCIA ROBLEDO Antonio,6,3
3161,GARCIA SAIZ Nicolas,7,3
3162,GARCIA Samuel,12,3
3163,GARCIA URZAINQUI Marina,7,3
3164,GARCIA-CARO Laura,12,3
3165,GARDA Krisztina,32,57
3166,GARDINER Steven,12,114
3167,GARDNER English,12,12
3168,GARDOS Robert,16,31
3169,GARDZIELEWSKI Arkadiusz,12,51
3170,GARIA Christopher,12,10
3171,GARINO Patricio,5,85
3172,GARNBRET Janja,47,133
3173,GAROZZO Daniele,19,4
3174,GARRIGOS Francisco,14,3
3175,GARSIDE Harry,21,11
3176,GARUBA Usman,5,3
3177,GARZA PEREZ Eugenio,38,47
3178,GARZON CABALLERO Jeandry,9,84
3179,GASCH Loic,12,36
3180,GASOL Marc,5,3
3181,GASOL SAEZ Pau,5,3
3182,GASPAROTTO Marta,11,4
3183,GASTALDELLO Beryl,7,5
3184,GATE Aaron,40,113
3185,GATT Sasha,7,28
3186,GAUCHER Kim,5,27
3187,GAUDIANO Emanuele,38,4
3188,GAUDU David,2,5
3189,GAUZY Simon,16,5
3190,GAVINO GONZALEZ Francisco,38,3
3191,GAVIRA COLLADO Adrian,25,3
3192,GAXIOLA GONZALEZ Luz Daniela,40,47
3193,GAY John,12,27
3194,GAYE Demish,12,94
3195,GAYLE Tajay,12,94
3196,GAYSINSKY Daniel,8,27
3197,GAZOZ Mete,23,54
3198,GAZZARD Kiera,13,11
3199,GBAGBI Ruth,18,70
3200,GBANE Seydou,18,70
3201,GDULA Lukas,12,120
3202,GE Manqi,12,72
3203,GEAY Gabriel Gerald,12,189
3204,GEBBIE Luke,7,116
3205,GEBHARDT Melanie,34,20
3206,GEBREEZIBEHER Freweyni,12,26
3207,GEBRESELAMA Tsigie,12,26
3208,GEBRHIWET Hagos,12,26
3209,GEDULD Justin,36,37
3210,GEE Derek,40,27
3211,GEENS Jelle,30,15
3212,GEIS Oliver,15,20
3213,GELANT Elroy,12,37
3214,GELLE Peter,34,135
3215,GEMECHU Tsehay,12,26
3216,GEMESI Csanad,19,57
3217,GEMILI Adam,12,56
3218,GENDA Sosuke,11,25
3219,GENEE Dagmar,32,10
3220,GENEST Lauriane,40,27
3221,GENIDOUNIAS Konstantinos,32,103
3222,GENIETS Kevin,2,146
3223,GENREAU Denis,17,11
3224,GENSHEIMER Uwe,6,20
3225,GENTILI Giacomo,4,4
3226,GENTLE Ashleigh,30,11
3227,GENTY Yann,6,5
3228,GENZO Francesca,34,4
3229,GEOGHEGAN HART Tao,2,56
3230,GEORGE Cayla,5,11
3231,GEORGE Tom,4,56
3232,GEORGIEVSKI Dejan,18,151
3233,GEORGIOU Marios,3,44
3234,GERAEI Mohammadali,9,8
3235,GERAEI Mohammadreza,9,8
3236,GERAMIPOOR Aaron,5,8
3237,GERARD Vincent,6,5
3238,GERASHCHENKO Iryna,12,87
3239,GERASIMOV Egor,39,107
3240,GERASIMOVA Elena,3,33
3241,GERASSIMENKO Kirill,16,23
3242,GERBER Yanah,32,37
3243,GERCHEV Yanislav,14,91
3244,GERMADE Rodrigo,34,3
3245,GERMANIER Sabrina Soledad,37,85
3246,GERSON Mirco,25,36
3247,GESCHKE Simon,2,20
3248,GEURTS Anouk,26,15
3249,GEURTS Loes,17,10
3250,GEZAHEGNE Kalkidan,12,24
3251,GHAFOUR Amir,37,8
3252,GHAMBOUR Alhussein,4,34
3253,GHARBI Mehdi,26,46
3254,GHAREEB Abdulrahman,17,19
3255,GHAZAL Majd Eddin,12,127
3256,GHEBREGERGIS Yohanes,12,173
3257,GHEBREHIWET FANIEL Eyob,12,4
3258,GHEBREIGZABHIER Amanuel,2,173
3259,GHELBER Bianca Florentina,12,50
